listing_id,farmer_id,crop,listed_date,harvest_date,market_price_ref,listing_price,quantity_kg,shelf_life_days
LST-006661,FARM-0088,Elephant Yam (Suran),2023-05-07,2023-05-06,15,14.44,165,45
LST-006662,FARM-0088,Elephant Yam (Suran),2023-07-27,2023-07-27,40,46.41,155,45
LST-006663,FARM-0088,Elephant Yam (Suran),2023-11-13,2023-11-13,30,31.41,183,45
LST-006664,FARM-0088,Elephant Yam (Suran),2023-12-27,2023-12-26,25,24.26,25,45
LST-006665,FARM-0088,Elephant Yam (Suran),2023-12-26,2023-12-25,25,26.46,147,45
LST-006666,FARM-0088,Elephant Yam (Suran),2023-11-09,2023-11-08,30,32.3,63,45
LST-006667,FARM-0088,Elephant Yam (Suran),2023-05-15,2023-05-14,20,19.45,104,45
LST-006668,FARM-0088,Elephant Yam (Suran),2023-03-08,2023-03-08,25,24.19,68,45
LST-006669,FARM-0088,Elephant Yam (Suran),2023-04-24,2023-04-24,20,24.08,74,45
LST-006670,FARM-0088,Elephant Yam (Suran),2023-02-20,2023-02-20,30,33.44,50,45
LST-006671,FARM-0088,Elephant Yam (Suran),2023-09-17,2023-09-16,30,30.83,130,45
LST-006672,FARM-0088,Elephant Yam (Suran),2023-04-23,2023-04-23,20,17.67,122,45
LST-006673,FARM-0088,Elephant Yam (Suran),2023-07-23,2023-07-23,35,32.61,96,45
LST-006674,FARM-0088,Elephant Yam (Suran),2023-05-02,2023-05-02,15,14.94,63,45
LST-006675,FARM-0088,Elephant Yam (Suran),2023-09-04,2023-09-04,32,33.83,22,45
LST-006676,FARM-0088,Elephant Yam (Suran),2023-03-22,2023-03-21,15,13.93,28,45
LST-006677,FARM-0088,Elephant Yam (Suran),2023-10-17,2023-10-16,30,28.31,56,45
LST-006678,FARM-0088,Elephant Yam (Suran),2023-01-08,2023-01-08,25,22.91,67,45
LST-006679,FARM-0088,Elephant Yam (Suran),2023-07-03,2023-07-02,25,27.92,197,45
LST-006680,FARM-0088,Garlic,2023-04-18,2023-04-18,85,74.15,138,90
LST-006681,FARM-0088,Garlic,2023-04-02,2023-04-01,70,73.25,57,90
LST-006682,FARM-0088,Garlic,2023-02-02,2023-02-02,65,56.51,150,90
LST-006683,FARM-0088,Garlic,2023-12-04,2023-12-03,270,231.39,163,90
LST-006684,FARM-0088,Garlic,2023-07-04,2023-07-03,120,116.22,175,90
LST-006685,FARM-0088,Garlic,2023-11-21,2023-11-20,190,180.56,22,90
LST-006686,FARM-0088,Garlic,2023-10-23,2023-10-23,165,166.97,115,90
LST-006687,FARM-0088,Garlic,2023-05-11,2023-05-10,90,74.01,38,90
LST-006688,FARM-0088,Garlic,2023-11-26,2023-11-26,230,223.26,198,90
LST-006689,FARM-0088,Garlic,2023-03-06,2023-03-06,85,83.27,172,90
LST-006690,FARM-0088,Garlic,2023-11-19,2023-11-19,190,194.63,79,90
LST-006691,FARM-0088,Garlic,2023-02-06,2023-02-05,65,61.29,82,90
LST-006692,FARM-0088,Garlic,2023-03-31,2023-03-30,70,66.48,62,90
LST-006693,FARM-0088,Garlic,2023-02-05,2023-02-05,65,81.06,179,90
LST-006694,FARM-0088,Garlic,2023-10-17,2023-10-16,160,130.85,196,90
LST-006695,FARM-0088,Garlic,2023-12-22,2023-12-21,270,289.72,153,90
LST-006696,FARM-0088,Garlic,2023-10-06,2023-10-05,170,164.95,43,90
LST-006697,FARM-0088,Garlic,2023-07-25,2023-07-25,140,137.98,167,90
LST-006698,FARM-0088,Garlic,2023-08-14,2023-08-13,160,135.79,199,90
LST-006699,FARM-0088,Garlic,2023-03-08,2023-03-08,80,77.96,87,90
LST-006700,FARM-0088,Garlic,2023-05-15,2023-05-15,90,86.56,49,90
LST-006701,FARM-0088,Garlic,2023-03-20,2023-03-20,80,85.15,85,90
LST-006702,FARM-0088,Garlic,2023-11-02,2023-11-01,165,175.59,35,90
LST-006703,FARM-0088,Garlic,2023-04-11,2023-04-11,85,84.51,52,90
LST-006704,FARM-0088,Garlic,2023-11-07,2023-11-06,190,196.75,85,90
LST-006705,FARM-0088,Garlic,2023-08-22,2023-08-22,160,148.58,197,90
LST-006706,FARM-0088,Garlic,2023-03-09,2023-03-08,80,87.12,51,90
LST-006707,FARM-0088,Garlic,2023-07-05,2023-07-04,120,104.93,27,90
LST-006708,FARM-0088,Garlic,2023-07-16,2023-07-16,160,156.9,97,90
LST-006709,FARM-0088,Garlic,2023-03-27,2023-03-27,70,71.69,191,90
LST-006710,FARM-0088,Garlic,2023-05-21,2023-05-20,95,89.74,141,90
LST-006711,FARM-0088,Garlic,2023-01-02,2023-01-02,55,49.11,115,90
LST-006712,FARM-0088,Garlic,2023-05-16,2023-05-16,90,88.4,60,90
LST-006713,FARM-0088,Garlic,2023-09-27,2023-09-27,170,191.64,93,90
LST-006714,FARM-0088,Garlic,2023-08-10,2023-08-09,160,148.27,136,90
LST-006715,FARM-0088,Garlic,2023-12-06,2023-12-05,290,280.91,164,90
LST-006716,FARM-0088,Garlic,2023-11-27,2023-11-27,270,259.87,66,90
LST-006717,FARM-0088,Garlic,2023-12-26,2023-12-25,260,274.21,48,90
LST-006718,FARM-0088,Garlic,2023-01-24,2023-01-24,65,68.83,162,90
LST-006719,FARM-0088,Garlic,2023-03-01,2023-03-01,85,83.38,110,90
LST-006720,FARM-0088,Brinjal,2023-05-04,2023-05-03,20,25.48,186,5
LST-006721,FARM-0088,Brinjal,2023-12-04,2023-12-04,20,20.1,107,5
LST-006722,FARM-0088,Brinjal,2023-06-19,2023-06-19,40,35.93,153,5
LST-006723,FARM-0088,Brinjal,2023-02-26,2023-02-25,25,25.72,13,5
LST-006724,FARM-0088,Brinjal,2023-11-14,2023-11-14,16,16.12,50,5
LST-006725,FARM-0088,Brinjal,2023-03-28,2023-03-28,25,24.18,164,5
LST-006726,FARM-0088,Brinjal,2023-11-19,2023-11-19,25,28.8,161,5
LST-006727,FARM-0088,Brinjal,2023-04-19,2023-04-19,25,26.11,106,5
LST-006728,FARM-0088,Brinjal,2023-05-15,2023-05-14,25,22.18,198,5
LST-006729,FARM-0088,Brinjal,2023-01-27,2023-01-26,50,53.54,85,5
LST-006730,FARM-0088,Brinjal,2023-01-24,2023-01-24,60,64.89,29,5
LST-006731,FARM-0088,Brinjal,2023-06-04,2023-06-04,30,32.54,182,5
LST-006732,FARM-0088,Brinjal,2023-11-12,2023-11-12,20,21.79,134,5
LST-006733,FARM-0088,Brinjal,2023-03-12,2023-03-11,20,20.36,10,5
LST-006734,FARM-0088,Brinjal,2023-06-16,2023-06-15,40,38.68,126,5
LST-006735,FARM-0088,Brinjal,2023-09-24,2023-09-24,25,23.74,43,5
LST-006736,FARM-0088,Brinjal,2023-05-19,2023-05-18,30,29.09,133,5
LST-006737,FARM-0088,Brinjal,2023-12-25,2023-12-24,70,64.72,179,5
LST-006738,FARM-0088,Brinjal,2023-08-29,2023-08-28,25,26.29,139,5
LST-006739,FARM-0088,Brinjal,2023-11-07,2023-11-06,25,23.67,61,5
LST-006740,FARM-0088,Brinjal,2023-12-05,2023-12-05,20,19.56,43,5
LST-006741,FARM-0088,Brinjal,2023-05-25,2023-05-25,25,24.5,134,5
LST-006742,FARM-0088,Brinjal,2023-08-22,2023-08-21,25,23.23,121,5
LST-006743,FARM-0088,Brinjal,2023-09-10,2023-09-10,20,19.59,110,5
LST-006744,FARM-0088,Brinjal,2023-05-26,2023-05-26,25,29.31,39,5
LST-006745,FARM-0088,Brinjal,2023-09-13,2023-09-13,25,21.88,40,5
LST-006746,FARM-0088,Brinjal,2023-01-12,2023-01-11,30,30.99,152,5
LST-006747,FARM-0088,Brinjal,2023-02-19,2023-02-18,30,33.02,15,5
LST-006748,FARM-0088,Brinjal,2023-11-16,2023-11-15,25,27.68,51,5
LST-006749,FARM-0088,Brinjal,2023-08-13,2023-08-12,30,30.74,62,5
LST-006750,FARM-0088,Brinjal,2023-06-25,2023-06-25,35,32.49,157,5
LST-006751,FARM-0088,Brinjal,2023-02-03,2023-02-03,40,41.7,18,5
LST-006752,FARM-0088,Brinjal,2023-10-27,2023-10-26,30,31.79,91,5
LST-006753,FARM-0088,Brinjal,2023-06-08,2023-06-08,30,26.54,121,5
LST-006754,FARM-0088,Brinjal,2023-10-23,2023-10-23,30,32.21,91,5
LST-006755,FARM-0088,Brinjal,2023-07-26,2023-07-25,40,42.82,105,5
LST-006756,FARM-0088,Brinjal,2023-11-10,2023-11-10,15,13.62,196,5
LST-006757,FARM-0088,Brinjal,2023-03-15,2023-03-15,20,18.73,105,5
LST-006758,FARM-0088,Brinjal,2023-02-06,2023-02-06,40,33.71,46,5
LST-006759,FARM-0088,Brinjal,2023-04-24,2023-04-23,30,32.82,63,5
LST-006760,FARM-0089,Bhindi (Ladies finger),2023-03-31,2023-03-31,32,33.01,65,4
LST-006761,FARM-0089,Bhindi (Ladies finger),2023-03-29,2023-03-28,28,30.62,117,4
LST-006762,FARM-0089,Bhindi (Ladies finger),2023-06-20,2023-06-19,27,29.11,21,4
LST-006763,FARM-0089,Bhindi (Ladies finger),2023-04-07,2023-04-06,40,40.88,25,4
LST-006764,FARM-0089,Bhindi (Ladies finger),2023-12-17,2023-12-17,50,55.93,72,4
LST-006765,FARM-0089,Bhindi (Ladies finger),2023-07-23,2023-07-23,27,24.78,54,4
LST-006766,FARM-0089,Bhindi (Ladies finger),2023-06-07,2023-06-06,20,22.77,89,4
LST-006767,FARM-0089,Bhindi (Ladies finger),2023-10-01,2023-10-01,27,31.39,173,4
LST-006768,FARM-0089,Bhindi (Ladies finger),2023-09-21,2023-09-20,22,24.63,178,4
LST-006769,FARM-0089,Bhindi (Ladies finger),2023-10-11,2023-10-11,30,35.87,87,4
LST-006770,FARM-0089,Bhindi (Ladies finger),2023-04-28,2023-04-28,22,25.38,117,4
LST-006771,FARM-0089,Bhindi (Ladies finger),2023-02-22,2023-02-21,33,37.64,35,4
LST-006772,FARM-0089,Bhindi (Ladies finger),2023-05-04,2023-05-04,28,28.73,12,4
LST-006773,FARM-0089,Bhindi (Ladies finger),2023-05-07,2023-05-07,24,31.52,65,4
LST-006774,FARM-0089,Bhindi (Ladies finger),2023-02-14,2023-02-14,40,44.21,119,4
LST-006775,FARM-0089,Bhindi (Ladies finger),2023-02-09,2023-02-08,40,40.38,130,4
LST-006776,FARM-0089,Bhindi (Ladies finger),2023-01-22,2023-01-22,45,49.93,18,4
LST-006777,FARM-0089,Bhindi (Ladies finger),2023-02-19,2023-02-18,33,43.78,162,4
LST-006778,FARM-0089,Bhindi (Ladies finger),2023-03-28,2023-03-27,32,37.64,152,4
LST-006779,FARM-0089,Bhindi (Ladies finger),2023-03-05,2023-03-04,32,35.58,71,4
LST-006780,FARM-0089,Bhindi (Ladies finger),2023-12-24,2023-12-24,47,48.4,147,4
LST-006781,FARM-0089,Bhindi (Ladies finger),2023-10-24,2023-10-23,20,18.97,59,4
LST-006782,FARM-0089,Bhindi (Ladies finger),2023-05-05,2023-05-04,24,27.02,102,4
LST-006783,FARM-0089,Bhindi (Ladies finger),2023-08-22,2023-08-21,27,33.53,36,4
LST-006784,FARM-0089,Bhindi (Ladies finger),2023-10-05,2023-10-05,37,42.94,139,4
LST-006785,FARM-0089,Bhindi (Ladies finger),2023-09-01,2023-09-01,20,19.4,164,4
LST-006786,FARM-0089,Bhindi (Ladies finger),2024-01-01,2023-12-31,45,47.64,180,4
LST-006787,FARM-0089,Bhindi (Ladies finger),2023-04-13,2023-04-12,32,34.9,31,4
LST-006788,FARM-0089,Bhindi (Ladies finger),2023-03-01,2023-03-01,30,29.01,14,4
LST-006789,FARM-0089,Bhindi (Ladies finger),2023-11-13,2023-11-12,22,26.4,179,4
LST-006790,FARM-0089,Bhindi (Ladies finger),2023-09-03,2023-09-02,17,20.39,79,4
LST-006791,FARM-0089,Bhindi (Ladies finger),2023-06-02,2023-06-01,20,21.94,196,4
LST-006792,FARM-0089,Bhindi (Ladies finger),2023-11-09,2023-11-08,22,24.06,156,4
LST-006793,FARM-0089,Bhindi (Ladies finger),2023-10-19,2023-10-19,27,25.42,77,4
LST-006794,FARM-0089,Bhindi (Ladies finger),2023-06-21,2023-06-21,27,29.3,144,4
LST-006795,FARM-0089,Bhindi (Ladies finger),2023-06-08,2023-06-07,21,25.99,45,4
LST-006796,FARM-0089,Bhindi (Ladies finger),2023-12-28,2023-12-27,45,50.82,22,4
LST-006797,FARM-0089,Bhindi (Ladies finger),2023-01-01,2023-01-01,35,38.32,112,4
LST-006798,FARM-0089,Bhindi (Ladies finger),2023-06-23,2023-06-23,27,28.42,124,4
LST-006799,FARM-0089,Bhindi (Ladies finger),2023-08-29,2023-08-28,22,24.34,162,4
LST-006800,FARM-0090,Elephant Yam (Suran),2023-09-21,2023-09-20,25,28.09,17,45
LST-006801,FARM-0090,Elephant Yam (Suran),2023-07-30,2023-07-29,40,42.82,119,45
LST-006802,FARM-0090,Elephant Yam (Suran),2023-08-20,2023-08-19,40,42.22,49,45
LST-006803,FARM-0090,Elephant Yam (Suran),2023-02-03,2023-02-03,25,28.86,170,45
LST-006804,FARM-0090,Elephant Yam (Suran),2023-12-29,2023-12-29,25,23.87,67,45
LST-006805,FARM-0090,Elephant Yam (Suran),2023-04-04,2023-04-04,20,19.19,102,45
LST-006806,FARM-0090,Elephant Yam (Suran),2023-12-31,2023-12-31,40,41.18,148,45
LST-006807,FARM-0090,Elephant Yam (Suran),2023-10-27,2023-10-27,30,31.32,45,45
LST-006808,FARM-0090,Elephant Yam (Suran),2023-02-20,2023-02-20,30,28.49,188,45
LST-006809,FARM-0090,Elephant Yam (Suran),2023-08-01,2023-08-01,32,39.7,96,45
LST-006810,FARM-0090,Elephant Yam (Suran),2023-09-10,2023-09-10,30,39.37,18,45
LST-006811,FARM-0090,Elephant Yam (Suran),2023-07-28,2023-07-27,30,36.71,177,45
LST-006812,FARM-0090,Elephant Yam (Suran),2023-04-11,2023-04-10,20,21.12,23,45
LST-006813,FARM-0090,Elephant Yam (Suran),2023-04-12,2023-04-11,30,37.78,71,45
LST-006814,FARM-0090,Elephant Yam (Suran),2023-08-04,2023-08-03,30,34.72,162,45
LST-006815,FARM-0090,Elephant Yam (Suran),2023-08-09,2023-08-08,40,45.12,124,45
LST-006816,FARM-0090,Elephant Yam (Suran),2023-03-09,2023-03-09,30,30.15,49,45
LST-006817,FARM-0090,Elephant Yam (Suran),2023-02-10,2023-02-09,25,25.98,155,45
LST-006818,FARM-0090,Elephant Yam (Suran),2023-11-03,2023-11-03,30,32.99,124,45
LST-006819,FARM-0090,Elephant Yam (Suran),2023-04-26,2023-04-26,40,40.83,105,45
LST-006820,FARM-0090,Elephant Yam (Suran),2023-03-29,2023-03-29,25,27.0,112,45
LST-006821,FARM-0090,Elephant Yam (Suran),2023-09-13,2023-09-13,25,26.74,166,45
LST-006822,FARM-0090,Elephant Yam (Suran),2023-05-18,2023-05-17,25,28.73,73,45
LST-006823,FARM-0090,Elephant Yam (Suran),2023-01-03,2023-01-03,25,32.19,102,45
LST-006824,FARM-0090,Elephant Yam (Suran),2023-03-03,2023-03-02,20,19.56,118,45
LST-006825,FARM-0090,Elephant Yam (Suran),2023-07-03,2023-07-02,25,30.27,95,45
LST-006826,FARM-0090,Elephant Yam (Suran),2023-05-02,2023-05-02,15,16.86,117,45
LST-006827,FARM-0090,Elephant Yam (Suran),2023-03-23,2023-03-23,15,15.05,161,45
LST-006828,FARM-0090,Elephant Yam (Suran),2023-09-11,2023-09-10,30,32.17,60,45
LST-006829,FARM-0090,Elephant Yam (Suran),2023-06-20,2023-06-19,25,28.22,41,45
LST-006830,FARM-0090,Elephant Yam (Suran),2023-10-05,2023-10-05,30,34.44,131,45
LST-006831,FARM-0090,Elephant Yam (Suran),2023-06-29,2023-06-28,25,25.16,127,45
LST-006832,FARM-0090,Elephant Yam (Suran),2023-06-15,2023-06-14,25,30.22,174,45
LST-006833,FARM-0090,Elephant Yam (Suran),2023-04-21,2023-04-20,25,29.9,173,45
LST-006834,FARM-0090,Elephant Yam (Suran),2023-10-17,2023-10-16,30,32.06,74,45
LST-006835,FARM-0090,Elephant Yam (Suran),2023-02-13,2023-02-12,25,29.76,100,45
LST-006836,FARM-0090,Elephant Yam (Suran),2023-08-21,2023-08-21,40,42.1,178,45
LST-006837,FARM-0090,Elephant Yam (Suran),2023-07-21,2023-07-21,30,30.76,81,45
LST-006838,FARM-0090,Elephant Yam (Suran),2023-01-31,2023-01-31,30,34.18,155,45
LST-006839,FARM-0090,Elephant Yam (Suran),2023-07-26,2023-07-25,30,33.34,51,45
LST-006840,FARM-0090,Onion,2023-09-25,2023-09-25,23,26.36,136,30
LST-006841,FARM-0090,Onion,2023-06-13,2023-06-12,15,14.46,13,30
LST-006842,FARM-0090,Onion,2023-01-12,2023-01-12,18,20.33,36,30
LST-006843,FARM-0090,Onion,2023-06-07,2023-06-06,14,16.98,139,30
LST-006844,FARM-0090,Onion,2023-12-26,2023-12-25,25,27.89,59,30
LST-006845,FARM-0090,Onion,2023-05-23,2023-05-23,11,11.64,81,30
LST-006846,FARM-0090,Onion,2023-09-28,2023-09-28,25,28.38,197,30
LST-006847,FARM-0090,Onion,2023-09-22,2023-09-21,23,21.77,135,30
LST-006848,FARM-0090,Onion,2023-01-17,2023-01-16,18,20.57,182,30
LST-006849,FARM-0090,Onion,2023-04-03,2023-04-02,11,12.23,194,30
LST-006850,FARM-0090,Onion,2023-02-01,2023-02-01,13,13.31,136,30
LST-006851,FARM-0090,Onion,2023-04-04,2023-04-04,12,14.07,163,30
LST-006852,FARM-0090,Onion,2023-01-02,2023-01-02,22,25.56,85,30
LST-006853,FARM-0090,Onion,2023-03-17,2023-03-16,11,12.34,149,30
LST-006854,FARM-0090,Onion,2023-10-08,2023-10-07,25,28.25,194,30
LST-006855,FARM-0090,Onion,2023-04-14,2023-04-13,9,9.95,70,30
LST-006856,FARM-0090,Onion,2023-02-06,2023-02-06,13,15.64,195,30
LST-006857,FARM-0090,Onion,2023-12-19,2023-12-19,30,36.24,87,30
LST-006858,FARM-0090,Onion,2023-07-18,2023-07-17,18,22.14,46,30
LST-006859,FARM-0090,Onion,2023-01-22,2023-01-22,18,21.19,33,30
LST-006860,FARM-0090,Onion,2023-06-05,2023-06-05,13,13.53,34,30
LST-006861,FARM-0090,Onion,2023-03-14,2023-03-13,12,14.39,11,30
LST-006862,FARM-0090,Onion,2023-11-28,2023-11-27,40,45.18,115,30
LST-006863,FARM-0090,Onion,2023-03-31,2023-03-31,9,10.59,68,30
LST-006864,FARM-0090,Onion,2023-04-02,2023-04-01,8,8.25,159,30
LST-006865,FARM-0090,Onion,2023-06-15,2023-06-14,14,15.26,181,30
LST-006866,FARM-0090,Onion,2023-03-02,2023-03-01,11,13.56,183,30
LST-006867,FARM-0090,Onion,2023-06-30,2023-06-29,15,16.01,181,30
LST-006868,FARM-0090,Onion,2023-12-04,2023-12-03,47,50.28,151,30
LST-006869,FARM-0090,Onion,2023-10-27,2023-10-27,45,53.45,187,30
LST-006870,FARM-0090,Onion,2023-09-12,2023-09-12,22,21.71,161,30
LST-006871,FARM-0090,Onion,2023-11-20,2023-11-19,45,53.66,53,30
LST-006872,FARM-0090,Onion,2023-04-05,2023-04-04,12,14.2,78,30
LST-006873,FARM-0090,Onion,2023-10-20,2023-10-19,40,46.61,77,30
LST-006874,FARM-0090,Onion,2023-07-28,2023-07-28,16,15.97,166,30
LST-006875,FARM-0090,Onion,2023-09-14,2023-09-14,23,26.79,34,30
LST-006876,FARM-0090,Onion,2023-05-18,2023-05-18,11,12.61,35,30
LST-006877,FARM-0090,Onion,2023-12-18,2023-12-18,30,34.09,77,30
LST-006878,FARM-0090,Onion,2023-09-21,2023-09-20,23,27.18,71,30
LST-006879,FARM-0090,Onion,2023-08-04,2023-08-04,16,16.13,193,30
LST-006880,FARM-0090,Green Chilli,2023-02-21,2023-02-20,40,39.94,135,10
LST-006881,FARM-0090,Green Chilli,2023-10-23,2023-10-22,45,50.37,83,10
LST-006882,FARM-0090,Green Chilli,2023-06-22,2023-06-21,50,57.38,194,10
LST-006883,FARM-0090,Green Chilli,2023-07-09,2023-07-09,80,93.44,99,10
LST-006884,FARM-0090,Green Chilli,2023-07-07,2023-07-07,90,102.58,42,10
LST-006885,FARM-0090,Green Chilli,2023-06-02,2023-06-01,40,47.36,167,10
LST-006886,FARM-0090,Green Chilli,2023-04-30,2023-04-30,30,35.94,151,10
LST-006887,FARM-0090,Green Chilli,2023-03-01,2023-02-28,50,53.42,181,10
LST-006888,FARM-0090,Green Chilli,2023-08-22,2023-08-22,45,48.1,123,10
LST-006889,FARM-0090,Green Chilli,2023-06-11,2023-06-11,50,58.86,43,10
LST-006890,FARM-0090,Green Chilli,2023-08-28,2023-08-27,40,50.49,11,10
LST-006891,FARM-0090,Green Chilli,2023-10-06,2023-10-06,40,45.35,71,10
LST-006892,FARM-0090,Green Chilli,2023-12-12,2023-12-12,35,39.42,32,10
LST-006893,FARM-0090,Green Chilli,2023-07-30,2023-07-29,70,63.59,81,10
LST-006894,FARM-0090,Green Chilli,2023-08-07,2023-08-06,40,45.68,167,10
LST-006895,FARM-0090,Green Chilli,2023-07-05,2023-07-05,90,107.52,79,10
LST-006896,FARM-0090,Green Chilli,2023-08-21,2023-08-20,40,32.05,108,10
LST-006897,FARM-0090,Green Chilli,2023-01-04,2023-01-03,40,45.04,167,10
LST-006898,FARM-0090,Green Chilli,2023-11-06,2023-11-06,32,36.68,129,10
LST-006899,FARM-0090,Green Chilli,2023-02-01,2023-02-01,45,50.84,61,10
LST-006900,FARM-0090,Green Chilli,2023-02-24,2023-02-23,40,43.57,172,10
LST-006901,FARM-0090,Green Chilli,2023-09-17,2023-09-17,40,48.2,24,10
LST-006902,FARM-0090,Green Chilli,2023-07-24,2023-07-23,70,81.59,127,10
LST-006903,FARM-0090,Green Chilli,2023-04-02,2023-04-02,50,56.21,126,10
LST-006904,FARM-0090,Green Chilli,2023-09-01,2023-09-01,30,37.44,164,10
LST-006905,FARM-0090,Green Chilli,2023-04-14,2023-04-14,0,1.0,80,10
LST-006906,FARM-0090,Green Chilli,2023-04-10,2023-04-09,50,54.41,177,10
LST-006907,FARM-0090,Green Chilli,2023-04-18,2023-04-17,50,51.26,131,10
LST-006908,FARM-0090,Green Chilli,2023-02-08,2023-02-08,40,47.61,144,10
LST-006909,FARM-0090,Green Chilli,2023-03-30,2023-03-30,50,56.65,41,10
LST-006910,FARM-0090,Green Chilli,2023-04-21,2023-04-21,40,44.45,178,10
LST-006911,FARM-0090,Green Chilli,2023-12-10,2023-12-09,30,29.68,181,10
LST-006912,FARM-0090,Green Chilli,2023-01-23,2023-01-22,40,45.19,174,10
LST-006913,FARM-0090,Green Chilli,2023-06-20,2023-06-20,60,71.51,47,10
LST-006914,FARM-0090,Green Chilli,2023-12-25,2023-12-25,30,33.01,87,10
LST-006915,FARM-0090,Green Chilli,2023-06-28,2023-06-27,70,67.26,183,10
LST-006916,FARM-0090,Green Chilli,2023-07-17,2023-07-16,70,81.51,82,10
LST-006917,FARM-0090,Green Chilli,2023-06-23,2023-06-23,60,62.67,130,10
LST-006918,FARM-0090,Green Chilli,2023-11-12,2023-11-12,40,45.77,87,10
LST-006919,FARM-0090,Green Chilli,2023-07-11,2023-07-11,80,74.54,194,10
LST-006920,FARM-0091,Bhindi (Ladies finger),2023-01-11,2023-01-11,35,39.99,120,4
LST-006921,FARM-0091,Bhindi (Ladies finger),2023-05-19,2023-05-18,22,27.13,110,4
LST-006922,FARM-0091,Bhindi (Ladies finger),2023-08-17,2023-08-17,21,20.41,73,4
LST-006923,FARM-0091,Bhindi (Ladies finger),2023-10-04,2023-10-04,32,36.31,189,4
LST-006924,FARM-0091,Bhindi (Ladies finger),2023-11-26,2023-11-25,32,41.88,150,4
LST-006925,FARM-0091,Bhindi (Ladies finger),2023-02-22,2023-02-21,33,46.12,198,4
LST-006926,FARM-0091,Bhindi (Ladies finger),2023-04-28,2023-04-28,22,28.89,57,4
LST-006927,FARM-0091,Bhindi (Ladies finger),2023-01-08,2023-01-08,35,43.28,84,4
LST-006928,FARM-0091,Bhindi (Ladies finger),2023-10-19,2023-10-19,27,23.8,90,4
LST-006929,FARM-0091,Bhindi (Ladies finger),2023-11-29,2023-11-29,32,37.66,121,4
LST-006930,FARM-0091,Bhindi (Ladies finger),2023-03-03,2023-03-02,32,38.01,170,4
LST-006931,FARM-0091,Bhindi (Ladies finger),2023-08-09,2023-08-08,27,31.74,128,4
LST-006932,FARM-0091,Bhindi (Ladies finger),2023-09-28,2023-09-28,26,27.47,54,4
LST-006933,FARM-0091,Bhindi (Ladies finger),2023-09-06,2023-09-06,20,22.19,120,4
LST-006934,FARM-0091,Bhindi (Ladies finger),2023-01-17,2023-01-16,35,44.8,95,4
LST-006935,FARM-0091,Bhindi (Ladies finger),2023-06-30,2023-06-30,20,25.52,156,4
LST-006936,FARM-0091,Bhindi (Ladies finger),2023-07-17,2023-07-16,20,21.22,12,4
LST-006937,FARM-0091,Bhindi (Ladies finger),2023-07-30,2023-07-30,30,33.43,41,4
LST-006938,FARM-0091,Bhindi (Ladies finger),2023-07-25,2023-07-24,25,28.01,105,4
LST-006939,FARM-0091,Bhindi (Ladies finger),2023-09-19,2023-09-18,23,24.94,28,4
LST-006940,FARM-0091,Bhindi (Ladies finger),2023-04-07,2023-04-06,40,44.7,114,4
LST-006941,FARM-0091,Bhindi (Ladies finger),2023-04-10,2023-04-09,32,42.13,111,4
LST-006942,FARM-0091,Bhindi (Ladies finger),2023-09-10,2023-09-09,20,22.29,171,4
LST-006943,FARM-0091,Bhindi (Ladies finger),2023-04-02,2023-04-01,32,33.66,56,4
LST-006944,FARM-0091,Bhindi (Ladies finger),2023-05-24,2023-05-24,22,23.18,20,4
LST-006945,FARM-0091,Bhindi (Ladies finger),2023-05-05,2023-05-04,24,23.97,105,4
LST-006946,FARM-0091,Bhindi (Ladies finger),2023-07-21,2023-07-20,20,24.3,187,4
LST-006947,FARM-0091,Bhindi (Ladies finger),2023-09-24,2023-09-23,21,22.44,15,4
LST-006948,FARM-0091,Bhindi (Ladies finger),2023-06-18,2023-06-17,27,31.19,30,4
LST-006949,FARM-0091,Bhindi (Ladies finger),2023-08-08,2023-08-07,27,32.7,139,4
LST-006950,FARM-0091,Bhindi (Ladies finger),2023-02-27,2023-02-27,37,39.95,160,4
LST-006951,FARM-0091,Bhindi (Ladies finger),2023-02-02,2023-02-02,35,35.01,101,4
LST-006952,FARM-0091,Bhindi (Ladies finger),2023-02-20,2023-02-19,33,38.78,73,4
LST-006953,FARM-0091,Bhindi (Ladies finger),2023-10-18,2023-10-18,25,30.83,92,4
LST-006954,FARM-0091,Bhindi (Ladies finger),2023-03-31,2023-03-30,32,34.49,31,4
LST-006955,FARM-0091,Bhindi (Ladies finger),2023-12-12,2023-12-11,50,56.31,149,4
LST-006956,FARM-0091,Bhindi (Ladies finger),2023-05-07,2023-05-07,24,25.59,150,4
LST-006957,FARM-0091,Bhindi (Ladies finger),2023-06-01,2023-05-31,17,20.43,177,4
LST-006958,FARM-0091,Bhindi (Ladies finger),2023-03-20,2023-03-20,32,30.44,50,4
LST-006959,FARM-0091,Bhindi (Ladies finger),2023-01-12,2023-01-11,40,42.19,131,4
LST-006960,FARM-0091,Onion,2023-04-02,2023-04-01,8,9.1,127,30
LST-006961,FARM-0091,Onion,2023-09-08,2023-09-07,25,30.31,40,30
LST-006962,FARM-0091,Onion,2023-03-27,2023-03-27,12,13.73,41,30
LST-006963,FARM-0091,Onion,2023-10-23,2023-10-22,38,40.33,137,30
LST-006964,FARM-0091,Onion,2023-09-12,2023-09-11,22,24.64,98,30
LST-006965,FARM-0091,Onion,2023-10-27,2023-10-26,45,51.59,137,30
