order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-003594,CONS-0428,FARM-0143,Methi,16.6,6,0.012,0.624,0.612,98.1,98.1
ORD-003595,CONS-0704,FARM-0081,Elephant Yam (Suran),19.3,4,0.0093,0.416,0.4067,97.8,97.8
ORD-003596,CONS-0071,FARM-0045,Potato,8.1,5,0.0049,0.52,0.5151,99.1,99.1
ORD-003597,CONS-0153,FARM-0008,Tomato,11.7,1,0.0014,0.104,0.1026,98.7,98.7
ORD-003598,CONS-0211,FARM-0138,Methi,14.5,2,0.0035,0.208,0.2045,98.3,98.3
ORD-003599,CONS-0079,FARM-0036,Onion,19.9,8,0.0191,0.832,0.8129,97.7,97.7
ORD-003600,CONS-0099,FARM-0142,Peas,2.2,5,0.0013,0.52,0.5187,99.8,99.8
ORD-003601,CONS-0065,FARM-0016,Brinjal,13.5,9,0.0146,0.936,0.9214,98.4,98.4
ORD-003602,CONS-0649,FARM-0007,Methi,1.8,4,0.0009,0.416,0.4151,99.8,99.8
ORD-003603,CONS-0763,FARM-0136,Green Chilli,17.7,5,0.0106,0.52,0.5094,98.0,98.0
ORD-003604,CONS-0562,FARM-0099,Green Chilli,5.0,4,0.0024,0.416,0.4136,99.4,99.4
ORD-003605,CONS-0577,FARM-0087,Elephant Yam (Suran),9.8,3,0.0035,0.312,0.3085,98.9,98.9
ORD-003606,CONS-0053,FARM-0135,Tomato,13.2,1,0.0016,0.104,0.1024,98.5,98.5
ORD-003607,CONS-0381,FARM-0119,Tomato,4.2,2,0.001,0.208,0.207,99.5,99.5
ORD-003608,CONS-0708,FARM-0123,Methi,2.7,9,0.0029,0.936,0.9331,99.7,99.7
ORD-003609,CONS-0075,FARM-0108,Brinjal,17.0,1,0.002,0.104,0.102,98.1,98.1
ORD-003610,CONS-0274,FARM-0099,Green Chilli,10.3,3,0.0037,0.312,0.3083,98.8,98.8
ORD-003611,CONS-0049,FARM-0107,Potato,5.2,5,0.0031,0.52,0.5169,99.4,99.4
ORD-003612,CONS-0231,FARM-0040,Methi,12.5,8,0.012,0.832,0.82,98.6,98.6
ORD-003613,CONS-0475,FARM-0017,Methi,11.3,2,0.0027,0.208,0.2053,98.7,98.7
ORD-003614,CONS-0751,FARM-0040,Green Chilli,11.1,6,0.008,0.624,0.616,98.7,98.7
ORD-003615,CONS-0059,FARM-0030,Methi,11.1,5,0.0067,0.52,0.5133,98.7,98.7
ORD-003616,CONS-0466,FARM-0144,Brinjal,1.7,1,0.0002,0.104,0.1038,99.8,99.8
ORD-003617,CONS-0735,FARM-0109,Brinjal,1.4,1,0.0002,0.104,0.1038,99.8,99.8
ORD-003618,CONS-0773,FARM-0040,Methi,15.2,3,0.0055,0.312,0.3065,98.2,98.2
ORD-003619,CONS-0020,FARM-0110,Tomato,6.4,3,0.0023,0.312,0.3097,99.3,99.3
ORD-003620,CONS-0110,FARM-0138,Methi,16.4,5,0.0098,0.52,0.5102,98.1,98.1
ORD-003621,CONS-0629,FARM-0110,Peas,9.7,9,0.0105,0.936,0.9255,98.9,98.9
ORD-003622,CONS-0107,FARM-0017,Methi,7.4,1,0.0009,0.104,0.1031,99.1,99.1
ORD-003623,CONS-0012,FARM-0062,Elephant Yam (Suran),15.4,7,0.0129,0.728,0.7151,98.2,98.2
ORD-003624,CONS-0656,FARM-0109,Brinjal,9.1,4,0.0044,0.416,0.4116,98.9,98.9
ORD-003625,CONS-0345,FARM-0135,Onion,14.4,6,0.0104,0.624,0.6136,98.3,98.3
ORD-003626,CONS-0384,FARM-0141,Methi,15.7,2,0.0038,0.208,0.2042,98.2,98.2
ORD-003627,CONS-0799,FARM-0130,Tomato,18.7,8,0.018,0.832,0.814,97.8,97.8
ORD-003628,CONS-0600,FARM-0017,Bhindi (Ladies finger),4.6,1,0.0006,0.104,0.1034,99.4,99.4
ORD-003629,CONS-0362,FARM-0107,Tomato,5.9,7,0.005,0.728,0.723,99.3,99.3
ORD-003630,CONS-0248,FARM-0017,Methi,15.2,8,0.0146,0.832,0.8174,98.2,98.2
ORD-003631,CONS-0161,FARM-0009,Onion,20.6,1,0.0025,0.104,0.1015,97.6,97.6
ORD-003632,CONS-0527,FARM-0133,Potato,6.3,9,0.0068,0.936,0.9292,99.3,99.3
ORD-003633,CONS-0493,FARM-0008,Tomato,20.9,3,0.0075,0.312,0.3045,97.6,97.6
ORD-003634,CONS-0335,FARM-0062,Elephant Yam (Suran),8.9,8,0.0085,0.832,0.8235,99.0,99.0
ORD-003635,CONS-0061,FARM-0127,Tomato,6.4,3,0.0023,0.312,0.3097,99.3,99.3
ORD-003636,CONS-0716,FARM-0041,Onion,9.2,8,0.0088,0.832,0.8232,98.9,98.9
ORD-003637,CONS-0132,FARM-0017,Methi,14.2,6,0.0102,0.624,0.6138,98.4,98.4
ORD-003638,CONS-0278,FARM-0142,Bhindi (Ladies finger),5.0,9,0.0054,0.936,0.9306,99.4,99.4
ORD-003639,CONS-0174,FARM-0093,Tomato,6.8,9,0.0073,0.936,0.9287,99.2,99.2
ORD-003640,CONS-0005,FARM-0090,Green Chilli,25.7,4,0.0123,0.416,0.4037,97.0,97.0
ORD-003641,CONS-0487,FARM-0005,Elephant Yam (Suran),7.0,7,0.0059,0.728,0.7221,99.2,99.2
ORD-003642,CONS-0451,FARM-0087,Elephant Yam (Suran),12.2,1,0.0015,0.104,0.1025,98.6,98.6
ORD-003643,CONS-0494,FARM-0002,Methi,8.1,1,0.001,0.104,0.103,99.0,99.0
ORD-003644,CONS-0703,FARM-0052,Methi,2.3,5,0.0014,0.52,0.5186,99.7,99.7
ORD-003645,CONS-0377,FARM-0041,Onion,13.6,1,0.0016,0.104,0.1024,98.5,98.5
ORD-003646,CONS-0670,FARM-0114,Onion,12.4,4,0.006,0.416,0.41,98.6,98.6
ORD-003647,CONS-0595,FARM-0102,Onion,23.5,6,0.0169,0.624,0.6071,97.3,97.3
ORD-003648,CONS-0669,FARM-0105,Onion,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003649,CONS-0006,FARM-0110,Tomato,9.3,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003650,CONS-0603,FARM-0142,Methi,8.0,4,0.0038,0.416,0.4122,99.1,99.1
ORD-003651,CONS-0609,FARM-0097,Tomato,9.5,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003652,CONS-0732,FARM-0039,Brinjal,9.2,1,0.0011,0.104,0.1029,98.9,98.9
ORD-003653,CONS-0280,FARM-0088,Elephant Yam (Suran),6.1,2,0.0015,0.208,0.2065,99.3,99.3
ORD-003654,CONS-0692,FARM-0102,Onion,20.7,1,0.0025,0.104,0.1015,97.6,97.6
ORD-003655,CONS-0700,FARM-0052,Methi,5.2,8,0.005,0.832,0.827,99.4,99.4
ORD-003656,CONS-0680,FARM-0114,Onion,4.3,6,0.0031,0.624,0.6209,99.5,99.5
ORD-003657,CONS-0644,FARM-0112,Onion,24.1,6,0.0174,0.624,0.6066,97.2,97.2
ORD-003658,CONS-0391,FARM-0062,Elephant Yam (Suran),2.7,9,0.0029,0.936,0.9331,99.7,99.7
ORD-003659,CONS-0198,FARM-0007,Methi,3.1,9,0.0033,0.936,0.9327,99.6,99.6
ORD-003660,CONS-0464,FARM-0050,Tomato,4.3,5,0.0026,0.52,0.5174,99.5,99.5
ORD-003661,CONS-0602,FARM-0034,Onion,11.5,3,0.0041,0.312,0.3079,98.7,98.7
ORD-003662,CONS-0383,FARM-0005,Onion,5.3,3,0.0019,0.312,0.3101,99.4,99.4
ORD-003663,CONS-0059,FARM-0008,Tomato,5.3,8,0.0051,0.832,0.8269,99.4,99.4
ORD-003664,CONS-0597,FARM-0132,Methi,7.3,6,0.0053,0.624,0.6187,99.2,99.2
ORD-003665,CONS-0275,FARM-0067,Methi,12.8,6,0.0092,0.624,0.6148,98.5,98.5
ORD-003666,CONS-0793,FARM-0110,Tomato,10.5,6,0.0076,0.624,0.6164,98.8,98.8
ORD-003667,CONS-0397,FARM-0064,Tomato,10.2,1,0.0012,0.104,0.1028,98.8,98.8
ORD-003668,CONS-0439,FARM-0005,Elephant Yam (Suran),3.4,4,0.0016,0.416,0.4144,99.6,99.6
ORD-003669,CONS-0273,FARM-0135,Onion,7.0,8,0.0067,0.832,0.8253,99.2,99.2
ORD-003670,CONS-0089,FARM-0106,Methi,15.9,1,0.0019,0.104,0.1021,98.2,98.2
ORD-003671,CONS-0280,FARM-0109,Brinjal,8.5,4,0.0041,0.416,0.4119,99.0,99.0
ORD-003672,CONS-0361,FARM-0017,Bhindi (Ladies finger),6.4,2,0.0015,0.208,0.2065,99.3,99.3
ORD-003673,CONS-0331,FARM-0127,Peas,6.6,6,0.0048,0.624,0.6192,99.2,99.2
ORD-003674,CONS-0322,FARM-0093,Tomato,3.1,1,0.0004,0.104,0.1036,99.6,99.6
ORD-003675,CONS-0059,FARM-0010,Onion,10.3,5,0.0062,0.52,0.5138,98.8,98.8
ORD-003676,CONS-0298,FARM-0135,Potato,13.5,4,0.0065,0.416,0.4095,98.4,98.4
ORD-003677,CONS-0317,FARM-0015,Methi,10.1,5,0.0061,0.52,0.5139,98.8,98.8
ORD-003678,CONS-0386,FARM-0104,Potato,9.8,4,0.0047,0.416,0.4113,98.9,98.9
ORD-003679,CONS-0798,FARM-0028,Methi,15.2,1,0.0018,0.104,0.1022,98.3,98.3
ORD-003680,CONS-0372,FARM-0133,Potato,10.0,8,0.0096,0.832,0.8224,98.8,98.8
ORD-003681,CONS-0329,FARM-0099,Green Chilli,6.3,7,0.0053,0.728,0.7227,99.3,99.3
ORD-003682,CONS-0316,FARM-0062,Elephant Yam (Suran),1.0,5,0.0006,0.52,0.5194,99.9,99.9
ORD-003683,CONS-0532,FARM-0134,Bhindi (Ladies finger),14.1,8,0.0135,0.832,0.8185,98.4,98.4
ORD-003684,CONS-0135,FARM-0067,Tomato,8.7,5,0.0052,0.52,0.5148,99.0,99.0
ORD-003685,CONS-0311,FARM-0109,Brinjal,11.0,9,0.0119,0.936,0.9241,98.7,98.7
ORD-003686,CONS-0305,FARM-0111,Methi,2.1,9,0.0023,0.936,0.9337,99.8,99.8
ORD-003687,CONS-0275,FARM-0093,Brinjal,4.1,6,0.003,0.624,0.621,99.5,99.5
ORD-003688,CONS-0258,FARM-0017,Bhindi (Ladies finger),5.9,4,0.0028,0.416,0.4132,99.3,99.3
ORD-003689,CONS-0453,FARM-0018,Onion,6.2,4,0.003,0.416,0.413,99.3,99.3
ORD-003690,CONS-0439,FARM-0068,Elephant Yam (Suran),16.8,3,0.006,0.312,0.306,98.1,98.1
ORD-003691,CONS-0204,FARM-0015,Methi,15.5,2,0.0037,0.208,0.2043,98.2,98.2
ORD-003692,CONS-0790,FARM-0000,Tomato,19.0,3,0.0068,0.312,0.3052,97.8,97.8
ORD-003693,CONS-0496,FARM-0117,Elephant Yam (Suran),4.1,5,0.0025,0.52,0.5175,99.5,99.5
ORD-003694,CONS-0003,FARM-0107,Potato,9.4,6,0.0068,0.624,0.6172,98.9,98.9
ORD-003695,CONS-0132,FARM-0005,Elephant Yam (Suran),12.1,2,0.0029,0.208,0.2051,98.6,98.6
ORD-003696,CONS-0440,FARM-0042,Potato,7.3,8,0.007,0.832,0.825,99.2,99.2
ORD-003697,CONS-0621,FARM-0017,Methi,7.0,2,0.0017,0.208,0.2063,99.2,99.2
ORD-003698,CONS-0739,FARM-0125,Elephant Yam (Suran),2.9,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003699,CONS-0421,FARM-0109,Methi,3.4,6,0.0024,0.624,0.6216,99.6,99.6
ORD-003700,CONS-0541,FARM-0148,Tomato,13.4,5,0.008,0.52,0.512,98.5,98.5
ORD-003701,CONS-0727,FARM-0090,Onion,19.6,8,0.0188,0.832,0.8132,97.7,97.7
ORD-003702,CONS-0442,FARM-0109,Methi,6.2,6,0.0045,0.624,0.6195,99.3,99.3
ORD-003703,CONS-0637,FARM-0007,Methi,2.5,9,0.0027,0.936,0.9333,99.7,99.7
ORD-003704,CONS-0652,FARM-0097,Tomato,1.4,3,0.0005,0.312,0.3115,99.8,99.8
ORD-003705,CONS-0579,FARM-0052,Methi,3.9,8,0.0037,0.832,0.8283,99.6,99.6
ORD-003706,CONS-0231,FARM-0142,Methi,9.6,1,0.0012,0.104,0.1028,98.8,98.8
ORD-003707,CONS-0279,FARM-0017,Methi,4.2,6,0.003,0.624,0.621,99.5,99.5
ORD-003708,CONS-0716,FARM-0096,Brinjal,8.0,6,0.0058,0.624,0.6182,99.1,99.1
ORD-003709,CONS-0017,FARM-0119,Tomato,4.7,5,0.0028,0.52,0.5172,99.5,99.5
ORD-003710,CONS-0235,FARM-0110,Tomato,3.7,4,0.0018,0.416,0.4142,99.6,99.6
ORD-003711,CONS-0462,FARM-0097,Tomato,8.1,5,0.0049,0.52,0.5151,99.1,99.1
ORD-003712,CONS-0453,FARM-0082,Potato,13.6,3,0.0049,0.312,0.3071,98.4,98.4
ORD-003713,CONS-0237,FARM-0002,Methi,9.0,4,0.0043,0.416,0.4117,99.0,99.0
ORD-003714,CONS-0082,FARM-0116,Methi,15.0,2,0.0036,0.208,0.2044,98.3,98.3
ORD-003715,CONS-0075,FARM-0005,Onion,3.6,3,0.0013,0.312,0.3107,99.6,99.6
ORD-003716,CONS-0378,FARM-0017,Methi,3.7,7,0.0031,0.728,0.7249,99.6,99.6
ORD-003717,CONS-0608,FARM-0053,Methi,18.8,1,0.0023,0.104,0.1017,97.8,97.8
ORD-003718,CONS-0526,FARM-0119,Tomato,1.8,5,0.0011,0.52,0.5189,99.8,99.8
ORD-003719,CONS-0430,FARM-0142,Bhindi (Ladies finger),5.6,7,0.0047,0.728,0.7233,99.4,99.4
ORD-003720,CONS-0638,FARM-0093,Tomato,5.5,4,0.0026,0.416,0.4134,99.4,99.4
ORD-003721,CONS-0508,FARM-0017,Bhindi (Ladies finger),3.2,5,0.0019,0.52,0.5181,99.6,99.6
ORD-003722,CONS-0558,FARM-0100,Onion,23.0,3,0.0083,0.312,0.3037,97.3,97.3
ORD-003723,CONS-0491,FARM-0069,Onion,21.8,5,0.0131,0.52,0.5069,97.5,97.5
ORD-003724,CONS-0770,FARM-0119,Onion,3.4,6,0.0024,0.624,0.6216,99.6,99.6
ORD-003725,CONS-0656,FARM-0093,Tomato,8.3,7,0.007,0.728,0.721,99.0,99.0
ORD-003726,CONS-0499,FARM-0081,Onion,21.0,7,0.0176,0.728,0.7104,97.6,97.6
ORD-003727,CONS-0790,FARM-0005,Onion,2.7,4,0.0013,0.416,0.4147,99.7,99.7
ORD-003728,CONS-0734,FARM-0093,Brinjal,4.9,6,0.0035,0.624,0.6205,99.4,99.4
ORD-003729,CONS-0524,FARM-0111,Methi,6.8,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003730,CONS-0138,FARM-0029,Bhindi (Ladies finger),3.5,9,0.0038,0.936,0.9322,99.6,99.6
ORD-003731,CONS-0635,FARM-0086,Tomato,1.8,6,0.0013,0.624,0.6227,99.8,99.8
ORD-003732,CONS-0661,FARM-0093,Methi,2.1,2,0.0005,0.208,0.2075,99.8,99.8
ORD-003733,CONS-0721,FARM-0107,Tomato,4.4,1,0.0005,0.104,0.1035,99.5,99.5
ORD-003734,CONS-0172,FARM-0093,Methi,5.3,1,0.0006,0.104,0.1034,99.4,99.4
ORD-003735,CONS-0178,FARM-0067,Methi,10.0,2,0.0024,0.208,0.2056,98.8,98.8
ORD-003736,CONS-0085,FARM-0019,Potato,3.8,4,0.0018,0.416,0.4142,99.6,99.6
ORD-003737,CONS-0525,FARM-0126,Potato,14.7,2,0.0035,0.208,0.2045,98.3,98.3
ORD-003738,CONS-0688,FARM-0021,Bhindi (Ladies finger),1.6,5,0.001,0.52,0.519,99.8,99.8
ORD-003739,CONS-0731,FARM-0111,Methi,5.1,3,0.0018,0.312,0.3102,99.4,99.4
ORD-003740,CONS-0127,FARM-0001,Methi,4.0,1,0.0005,0.104,0.1035,99.5,99.5
ORD-003741,CONS-0742,FARM-0109,Methi,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003742,CONS-0199,FARM-0128,Brinjal,15.4,5,0.0092,0.52,0.5108,98.2,98.2
ORD-003743,CONS-0485,FARM-0110,Tomato,10.6,2,0.0025,0.208,0.2055,98.8,98.8
ORD-003744,CONS-0050,FARM-0019,Potato,2.8,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003745,CONS-0108,FARM-0005,Onion,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003746,CONS-0464,FARM-0061,Elephant Yam (Suran),5.9,2,0.0014,0.208,0.2066,99.3,99.3
ORD-003747,CONS-0425,FARM-0062,Elephant Yam (Suran),12.0,8,0.0115,0.832,0.8205,98.6,98.6
ORD-003748,CONS-0079,FARM-0017,Methi,1.3,6,0.0009,0.624,0.6231,99.9,99.9
ORD-003749,CONS-0344,FARM-0109,Methi,15.2,5,0.0091,0.52,0.5109,98.2,98.2
ORD-003750,CONS-0324,FARM-0144,Brinjal,8.5,8,0.0082,0.832,0.8238,99.0,99.0
ORD-003751,CONS-0022,FARM-0080,Bhindi (Ladies finger),17.7,1,0.0021,0.104,0.1019,98.0,98.0
ORD-003752,CONS-0481,FARM-0060,Methi,14.2,3,0.0051,0.312,0.3069,98.4,98.4
ORD-003753,CONS-0527,FARM-0133,Potato,6.3,9,0.0068,0.936,0.9292,99.3,99.3
ORD-003754,CONS-0674,FARM-0109,Methi,7.4,4,0.0036,0.416,0.4124,99.1,99.1
ORD-003755,CONS-0005,FARM-0135,Onion,11.2,4,0.0054,0.416,0.4106,98.7,98.7
ORD-003756,CONS-0712,FARM-0064,Tomato,9.7,2,0.0023,0.208,0.2057,98.9,98.9
ORD-003757,CONS-0167,FARM-0037,Tomato,12.9,4,0.0062,0.416,0.4098,98.5,98.5
ORD-003758,CONS-0280,FARM-0093,Methi,6.6,8,0.0063,0.832,0.8257,99.2,99.2
ORD-003759,CONS-0148,FARM-0142,Methi,1.4,3,0.0005,0.312,0.3115,99.8,99.8
ORD-003760,CONS-0311,FARM-0119,Tomato,5.0,4,0.0024,0.416,0.4136,99.4,99.4
ORD-003761,CONS-0417,FARM-0009,Onion,19.7,6,0.0142,0.624,0.6098,97.7,97.7
ORD-003762,CONS-0422,FARM-0050,Tomato,13.2,3,0.0048,0.312,0.3072,98.5,98.5
ORD-003763,CONS-0706,FARM-0053,Methi,19.6,1,0.0024,0.104,0.1016,97.7,97.7
ORD-003764,CONS-0439,FARM-0017,Methi,1.1,7,0.0009,0.728,0.7271,99.9,99.9
ORD-003765,CONS-0773,FARM-0142,Peas,3.5,3,0.0013,0.312,0.3107,99.6,99.6
ORD-003766,CONS-0289,FARM-0048,Bhindi (Ladies finger),10.5,5,0.0063,0.52,0.5137,98.8,98.8
ORD-003767,CONS-0052,FARM-0017,Methi,9.0,3,0.0032,0.312,0.3088,99.0,99.0
ORD-003768,CONS-0705,FARM-0016,Methi,16.5,9,0.0178,0.936,0.9182,98.1,98.1
ORD-003769,CONS-0077,FARM-0062,Elephant Yam (Suran),6.7,5,0.004,0.52,0.516,99.2,99.2
ORD-003770,CONS-0157,FARM-0136,Green Chilli,13.6,1,0.0016,0.104,0.1024,98.5,98.5
ORD-003771,CONS-0679,FARM-0052,Methi,2.8,5,0.0017,0.52,0.5183,99.7,99.7
ORD-003772,CONS-0385,FARM-0062,Elephant Yam (Suran),5.8,1,0.0007,0.104,0.1033,99.3,99.3
ORD-003773,CONS-0278,FARM-0142,Methi,5.0,6,0.0036,0.624,0.6204,99.4,99.4
ORD-003774,CONS-0275,FARM-0093,Tomato,4.1,9,0.0044,0.936,0.9316,99.5,99.5
ORD-003775,CONS-0306,FARM-0125,Elephant Yam (Suran),4.8,1,0.0006,0.104,0.1034,99.4,99.4
ORD-003776,CONS-0190,FARM-0017,Bhindi (Ladies finger),7.0,9,0.0076,0.936,0.9284,99.2,99.2
ORD-003777,CONS-0635,FARM-0086,Tomato,1.8,4,0.0009,0.416,0.4151,99.8,99.8
ORD-003778,CONS-0233,FARM-0108,Brinjal,12.1,1,0.0015,0.104,0.1025,98.6,98.6
ORD-003779,CONS-0532,FARM-0117,Brinjal,3.6,1,0.0004,0.104,0.1036,99.6,99.6
ORD-003780,CONS-0508,FARM-0108,Brinjal,11.0,5,0.0066,0.52,0.5134,98.7,98.7
ORD-003781,CONS-0159,FARM-0127,Peas,9.0,6,0.0065,0.624,0.6175,99.0,99.0
ORD-003782,CONS-0582,FARM-0033,Tomato,8.5,8,0.0082,0.832,0.8238,99.0,99.0
ORD-003783,CONS-0016,FARM-0017,Bhindi (Ladies finger),9.2,4,0.0044,0.416,0.4116,98.9,98.9
ORD-003784,CONS-0433,FARM-0125,Elephant Yam (Suran),5.9,3,0.0021,0.312,0.3099,99.3,99.3
ORD-003785,CONS-0292,FARM-0097,Tomato,11.4,5,0.0068,0.52,0.5132,98.7,98.7
ORD-003786,CONS-0241,FARM-0086,Tomato,1.2,7,0.001,0.728,0.727,99.9,99.9
ORD-003787,CONS-0746,FARM-0052,Methi,2.8,2,0.0007,0.208,0.2073,99.7,99.7
ORD-003788,CONS-0685,FARM-0022,Methi,9.6,9,0.0104,0.936,0.9256,98.9,98.9
ORD-003789,CONS-0500,FARM-0132,Methi,7.1,1,0.0009,0.104,0.1031,99.1,99.1
ORD-003790,CONS-0382,FARM-0001,Methi,12.6,1,0.0015,0.104,0.1025,98.6,98.6
ORD-003791,CONS-0461,FARM-0128,Methi,19.7,8,0.0189,0.832,0.8131,97.7,97.7
ORD-003792,CONS-0100,FARM-0007,Methi,5.4,1,0.0006,0.104,0.1034,99.4,99.4
ORD-003793,CONS-0047,FARM-0033,Tomato,8.2,4,0.0039,0.416,0.4121,99.1,99.1
ORD-003794,CONS-0747,FARM-0060,Elephant Yam (Suran),10.6,2,0.0025,0.208,0.2055,98.8,98.8
ORD-003795,CONS-0717,FARM-0111,Methi,3.3,2,0.0008,0.208,0.2072,99.6,99.6
ORD-003796,CONS-0382,FARM-0103,Onion,16.9,7,0.0142,0.728,0.7138,98.0,98.0
ORD-003797,CONS-0742,FARM-0084,Bhindi (Ladies finger),12.9,2,0.0031,0.208,0.2049,98.5,98.5
ORD-003798,CONS-0602,FARM-0074,Methi,8.7,3,0.0031,0.312,0.3089,99.0,99.0
ORD-003799,CONS-0640,FARM-0005,Onion,3.7,8,0.0036,0.832,0.8284,99.6,99.6
ORD-003800,CONS-0130,FARM-0124,Elephant Yam (Suran),14.3,8,0.0137,0.832,0.8183,98.4,98.4
ORD-003801,CONS-0349,FARM-0093,Methi,14.7,1,0.0018,0.104,0.1022,98.3,98.3
ORD-003802,CONS-0720,FARM-0005,Onion,9.6,8,0.0092,0.832,0.8228,98.9,98.9
ORD-003803,CONS-0793,FARM-0046,Methi,9.7,3,0.0035,0.312,0.3085,98.9,98.9
ORD-003804,CONS-0767,FARM-0062,Brinjal,6.4,6,0.0046,0.624,0.6194,99.3,99.3
ORD-003805,CONS-0378,FARM-0005,Onion,5.8,8,0.0056,0.832,0.8264,99.3,99.3
ORD-003806,CONS-0317,FARM-0114,Tomato,17.1,4,0.0082,0.416,0.4078,98.0,98.0
ORD-003807,CONS-0179,FARM-0064,Tomato,8.6,7,0.0072,0.728,0.7208,99.0,99.0
ORD-003808,CONS-0681,FARM-0025,Tomato,8.0,2,0.0019,0.208,0.2061,99.1,99.1
ORD-003809,CONS-0222,FARM-0119,Tomato,2.9,5,0.0017,0.52,0.5183,99.7,99.7
ORD-003810,CONS-0656,FARM-0029,Bhindi (Ladies finger),2.7,2,0.0006,0.208,0.2074,99.7,99.7
ORD-003811,CONS-0630,FARM-0061,Methi,10.9,2,0.0026,0.208,0.2054,98.8,98.8
ORD-003812,CONS-0599,FARM-0006,Methi,16.0,2,0.0038,0.208,0.2042,98.2,98.2
ORD-003813,CONS-0713,FARM-0041,Onion,13.4,3,0.0048,0.312,0.3072,98.5,98.5
ORD-003814,CONS-0613,FARM-0005,Elephant Yam (Suran),8.8,9,0.0095,0.936,0.9265,99.0,99.0
ORD-003815,CONS-0205,FARM-0052,Methi,4.3,6,0.0031,0.624,0.6209,99.5,99.5
ORD-003816,CONS-0726,FARM-0117,Brinjal,3.4,2,0.0008,0.208,0.2072,99.6,99.6
ORD-003817,CONS-0169,FARM-0005,Elephant Yam (Suran),14.6,9,0.0158,0.936,0.9202,98.3,98.3
ORD-003818,CONS-0667,FARM-0050,Tomato,4.3,2,0.001,0.208,0.207,99.5,99.5
ORD-003819,CONS-0376,FARM-0128,Brinjal,14.2,2,0.0034,0.208,0.2046,98.4,98.4
ORD-003820,CONS-0199,FARM-0006,Potato,19.3,7,0.0162,0.728,0.7118,97.8,97.8
ORD-003821,CONS-0111,FARM-0074,Methi,10.5,4,0.005,0.416,0.411,98.8,98.8
ORD-003822,CONS-0606,FARM-0119,Onion,6.0,6,0.0043,0.624,0.6197,99.3,99.3
ORD-003823,CONS-0575,FARM-0123,Methi,10.5,1,0.0013,0.104,0.1027,98.8,98.8
ORD-003824,CONS-0621,FARM-0108,Brinjal,16.9,1,0.002,0.104,0.102,98.1,98.1
ORD-003825,CONS-0385,FARM-0062,Brinjal,5.8,5,0.0035,0.52,0.5165,99.3,99.3
ORD-003826,CONS-0756,FARM-0062,Brinjal,0.8,8,0.0008,0.832,0.8312,99.9,99.9
ORD-003827,CONS-0459,FARM-0093,Tomato,2.9,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003828,CONS-0777,FARM-0097,Tomato,4.6,5,0.0028,0.52,0.5172,99.5,99.5
ORD-003829,CONS-0135,FARM-0119,Tomato,6.5,2,0.0016,0.208,0.2064,99.2,99.2
ORD-003830,CONS-0411,FARM-0114,Tomato,13.8,2,0.0033,0.208,0.2047,98.4,98.4
ORD-003831,CONS-0149,FARM-0021,Green Chilli,2.3,1,0.0003,0.104,0.1037,99.7,99.7
ORD-003832,CONS-0684,FARM-0033,Tomato,5.4,7,0.0045,0.728,0.7235,99.4,99.4
ORD-003833,CONS-0682,FARM-0025,Tomato,9.5,8,0.0091,0.832,0.8229,98.9,98.9
ORD-003834,CONS-0325,FARM-0062,Brinjal,4.2,9,0.0045,0.936,0.9315,99.5,99.5
ORD-003835,CONS-0447,FARM-0098,Potato,14.7,1,0.0018,0.104,0.1022,98.3,98.3
ORD-003836,CONS-0586,FARM-0093,Methi,6.7,4,0.0032,0.416,0.4128,99.2,99.2
ORD-003837,CONS-0062,FARM-0022,Methi,17.1,2,0.0041,0.208,0.2039,98.0,98.0
ORD-003838,CONS-0698,FARM-0018,Onion,6.7,3,0.0024,0.312,0.3096,99.2,99.2
ORD-003839,CONS-0759,FARM-0062,Brinjal,5.3,2,0.0013,0.208,0.2067,99.4,99.4
ORD-003840,CONS-0677,FARM-0133,Potato,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-003841,CONS-0408,FARM-0142,Methi,5.7,2,0.0014,0.208,0.2066,99.3,99.3
ORD-003842,CONS-0267,FARM-0109,Methi,3.3,9,0.0036,0.936,0.9324,99.6,99.6
ORD-003843,CONS-0350,FARM-0132,Methi,7.0,8,0.0067,0.832,0.8253,99.2,99.2
ORD-003844,CONS-0211,FARM-0110,Tomato,6.0,7,0.005,0.728,0.723,99.3,99.3
ORD-003845,CONS-0433,FARM-0006,Potato,16.3,4,0.0078,0.416,0.4082,98.1,98.1
ORD-003846,CONS-0364,FARM-0064,Tomato,11.0,8,0.0106,0.832,0.8214,98.7,98.7
ORD-003847,CONS-0680,FARM-0117,Brinjal,15.9,2,0.0038,0.208,0.2042,98.2,98.2
