order_id,consumer_id,listing_id,farmer_id,crop,order_date,quantity_kg,unit_price,order_value,distance_km
ORD-003179,CONS-0368,LST-009127,FARM-0119,Tomato,2023-10-13,5,19.24,96.2,9.1
ORD-003180,CONS-0164,LST-007060,FARM-0093,Brinjal,2023-04-03,6,22.35,134.1,12.6
ORD-003181,CONS-0286,LST-010343,FARM-0132,Methi,2023-06-14,7,14.42,100.94,14.9
ORD-003182,CONS-0153,LST-000614,FARM-0008,Tomato,2023-05-25,2,16.21,32.42,11.7
ORD-003183,CONS-0086,LST-011569,FARM-0149,Elephant Yam (Suran),2023-01-13,9,36.53,328.77,8.6
ORD-003184,CONS-0746,LST-004061,FARM-0052,Methi,2023-05-21,4,15.54,62.16,2.8
ORD-003185,CONS-0726,LST-010662,FARM-0137,Bhindi (Ladies finger),2023-07-29,5,28.44,142.2,3.0
ORD-003186,CONS-0365,LST-009172,FARM-0119,Onion,2023-04-13,3,10.22,30.66,6.0
ORD-003187,CONS-0616,LST-008370,FARM-0110,Tomato,2023-02-05,2,16.25,32.5,10.2
ORD-003188,CONS-0400,LST-001453,FARM-0017,Methi,2023-10-26,5,25.69,128.45,6.1
ORD-003189,CONS-0712,LST-008957,FARM-0117,Brinjal,2023-04-29,8,30.47,243.76,6.8
ORD-003190,CONS-0328,LST-009796,FARM-0125,Elephant Yam (Suran),2023-08-25,7,36.95,258.65,4.5
ORD-003191,CONS-0655,LST-003134,FARM-0042,Potato,2023-10-06,8,17.09,136.72,12.9
ORD-003192,CONS-0588,LST-004478,FARM-0056,Bhindi (Ladies finger),2023-07-05,6,20.24,121.44,2.0
ORD-003193,CONS-0281,LST-010401,FARM-0134,Bhindi (Ladies finger),2023-05-13,8,22.76,182.08,11.8
ORD-003194,CONS-0568,LST-001696,FARM-0021,Bhindi (Ladies finger),2023-10-30,7,26.74,187.18,7.0
ORD-003195,CONS-0108,LST-000375,FARM-0005,Onion,2023-09-23,7,21.85,152.95,6.6
ORD-003196,CONS-0621,LST-000399,FARM-0005,Onion,2023-03-18,7,12.21,85.47,3.5
ORD-003197,CONS-0700,LST-009838,FARM-0126,Potato,2023-02-10,7,14.87,104.09,13.6
ORD-003198,CONS-0593,LST-000698,FARM-0008,Brinjal,2023-11-27,1,16.41,16.41,8.5
ORD-003199,CONS-0488,LST-010339,FARM-0132,Methi,2023-07-28,1,7.43,7.43,8.2
ORD-003200,CONS-0056,LST-007144,FARM-0093,Tomato,2023-01-03,7,17.38,121.66,4.1
ORD-003201,CONS-0748,LST-001555,FARM-0019,Brinjal,2023-04-27,5,23.18,115.9,7.7
ORD-003202,CONS-0224,LST-011036,FARM-0142,Peas,2023-01-12,5,26.21,131.05,9.6
ORD-003203,CONS-0518,LST-006092,FARM-0081,Onion,2023-03-29,5,13.72,68.6,11.2
ORD-003204,CONS-0331,LST-001519,FARM-0018,Onion,2023-02-25,2,10.89,21.78,10.5
ORD-003205,CONS-0714,LST-000696,FARM-0008,Brinjal,2023-11-19,6,23.32,139.92,10.4
ORD-003206,CONS-0557,LST-001769,FARM-0022,Methi,2023-12-28,9,17.34,156.06,14.6
ORD-003207,CONS-0528,LST-006486,FARM-0086,Tomato,2023-06-08,2,15.36,30.72,9.5
ORD-003208,CONS-0319,LST-009768,FARM-0125,Elephant Yam (Suran),2023-08-28,4,18.66,74.64,2.3
ORD-003209,CONS-0713,LST-009625,FARM-0123,Methi,2023-07-29,5,8.57,42.85,8.2
ORD-003210,CONS-0784,LST-004905,FARM-0061,Elephant Yam (Suran),2023-03-24,1,14.06,14.06,10.3
ORD-003211,CONS-0707,LST-005865,FARM-0077,Bhindi (Ladies finger),2023-09-28,3,24.87,74.61,14.1
ORD-003212,CONS-0455,LST-009276,FARM-0120,Methi,2023-12-16,6,12.61,75.66,10.4
ORD-003213,CONS-0142,LST-001987,FARM-0025,Tomato,2023-11-28,9,16.31,146.79,3.7
ORD-003214,CONS-0358,LST-004983,FARM-0062,Brinjal,2023-05-10,7,22.11,154.77,9.1
ORD-003215,CONS-0351,LST-005413,FARM-0068,Elephant Yam (Suran),2023-04-12,1,30.66,30.66,16.1
ORD-003216,CONS-0112,LST-004077,FARM-0052,Methi,2023-08-22,2,11.07,22.14,3.9
ORD-003217,CONS-0670,LST-011106,FARM-0142,Methi,2023-08-02,2,7.92,15.84,5.8
ORD-003218,CONS-0083,LST-000010,FARM-0000,Tomato,2023-12-27,6,15.22,91.32,11.5
ORD-003219,CONS-0053,LST-007346,FARM-0097,Tomato,2023-08-18,1,14.01,14.01,7.5
ORD-003220,CONS-0517,LST-001552,FARM-0019,Brinjal,2023-04-10,2,22.14,44.28,5.7
ORD-003221,CONS-0349,LST-001542,FARM-0019,Brinjal,2023-08-09,5,39.37,196.85,7.3
ORD-003222,CONS-0340,LST-006502,FARM-0086,Tomato,2023-07-29,7,17.33,121.31,3.4
ORD-003223,CONS-0345,LST-000587,FARM-0007,Methi,2023-02-27,7,6.02,42.14,4.4
ORD-003224,CONS-0242,LST-008251,FARM-0109,Green Chilli,2023-06-14,5,48.69,243.45,8.5
ORD-003225,CONS-0753,LST-000417,FARM-0005,Elephant Yam (Suran),2023-12-11,5,23.76,118.8,4.5
ORD-003226,CONS-0744,LST-004174,FARM-0053,Onion,2023-11-09,1,44.72,44.72,16.4
ORD-003227,CONS-0489,LST-005317,FARM-0067,Tomato,2023-05-25,9,16.68,150.12,3.8
ORD-003228,CONS-0760,LST-010407,FARM-0134,Bhindi (Ladies finger),2023-09-08,6,22.23,133.38,12.1
ORD-003229,CONS-0688,LST-000581,FARM-0007,Methi,2023-12-21,8,22.79,182.32,1.4
ORD-003230,CONS-0651,LST-001963,FARM-0025,Tomato,2023-10-17,5,15.36,76.8,12.0
ORD-003231,CONS-0207,LST-000361,FARM-0005,Onion,2023-04-01,6,8.65,51.9,13.5
ORD-003232,CONS-0449,LST-005380,FARM-0067,Methi,2023-09-02,6,13.49,80.94,11.6
ORD-003233,CONS-0530,LST-004999,FARM-0062,Brinjal,2023-03-12,8,22.63,181.04,6.9
ORD-003234,CONS-0602,LST-009313,FARM-0121,Potato,2023-02-02,9,17.5,157.5,6.5
ORD-003235,CONS-0503,LST-001456,FARM-0017,Methi,2023-04-23,2,13.85,27.7,7.2
ORD-003236,CONS-0438,LST-008371,FARM-0110,Tomato,2023-02-23,8,15.01,120.08,7.8
ORD-003237,CONS-0420,LST-007961,FARM-0106,Tomato,2023-05-16,4,17.46,69.84,13.7
ORD-003238,CONS-0386,LST-009195,FARM-0119,Onion,2023-04-09,6,10.89,65.34,7.0
ORD-003239,CONS-0768,LST-003514,FARM-0046,Brinjal,2023-07-14,4,30.87,123.48,9.7
ORD-003240,CONS-0584,LST-000588,FARM-0007,Methi,2023-08-20,4,6.76,27.04,1.3
ORD-003241,CONS-0423,LST-003465,FARM-0045,Potato,2023-01-17,8,22.08,176.64,11.6
ORD-003242,CONS-0136,LST-005020,FARM-0062,Elephant Yam (Suran),2023-07-02,1,12.93,12.93,5.0
ORD-003243,CONS-0144,LST-005078,FARM-0063,Bhindi (Ladies finger),2023-04-07,1,28.14,28.14,6.2
ORD-003244,CONS-0401,LST-001637,FARM-0020,Brinjal,2023-03-15,3,20.95,62.85,13.5
ORD-003245,CONS-0090,LST-003043,FARM-0040,Green Chilli,2023-09-01,4,37.12,148.48,11.5
ORD-003246,CONS-0793,LST-003525,FARM-0046,Methi,2023-06-04,9,10.42,93.78,9.7
ORD-003247,CONS-0067,LST-000385,FARM-0005,Onion,2023-02-22,3,11.98,35.94,8.7
ORD-003248,CONS-0268,LST-009837,FARM-0126,Potato,2023-02-27,2,12.53,25.06,12.6
ORD-003249,CONS-0230,LST-007081,FARM-0093,Methi,2023-06-17,1,15.57,15.57,5.7
ORD-003250,CONS-0781,LST-008433,FARM-0111,Methi,2023-03-22,5,7.75,38.75,11.9
ORD-003251,CONS-0501,LST-003469,FARM-0045,Potato,2023-02-10,2,15.22,30.44,12.0
ORD-003252,CONS-0067,LST-000381,FARM-0005,Onion,2023-06-20,2,12.25,24.5,8.7
ORD-003253,CONS-0656,LST-001543,FARM-0019,Brinjal,2023-10-02,3,30.8,92.4,2.2
ORD-003254,CONS-0283,LST-008987,FARM-0117,Elephant Yam (Suran),2023-02-19,9,37.57,338.13,2.6
ORD-003255,CONS-0730,LST-001387,FARM-0016,Methi,2023-10-14,4,28.31,113.24,12.5
ORD-003256,CONS-0545,LST-002569,FARM-0033,Tomato,2023-07-03,8,16.5,132.0,10.3
ORD-003257,CONS-0180,LST-009617,FARM-0123,Methi,2023-02-10,7,8.69,60.83,10.2
ORD-003258,CONS-0720,LST-001459,FARM-0017,Methi,2023-05-11,4,9.78,39.12,10.6
ORD-003259,CONS-0550,LST-002580,FARM-0033,Tomato,2023-07-04,3,16.95,50.85,8.8
ORD-003260,CONS-0703,LST-004068,FARM-0052,Methi,2023-09-12,7,15.84,110.88,2.3
ORD-003261,CONS-0345,LST-003782,FARM-0048,Peas,2023-01-12,7,21.7,151.9,12.2
ORD-003262,CONS-0394,LST-005018,FARM-0062,Elephant Yam (Suran),2023-01-30,4,32.61,130.44,6.0
ORD-003263,CONS-0534,LST-006055,FARM-0080,Bhindi (Ladies finger),2023-05-21,5,22.68,113.4,5.5
ORD-003264,CONS-0252,LST-010374,FARM-0133,Potato,2023-11-24,4,20.56,82.24,2.4
ORD-003265,CONS-0676,LST-004175,FARM-0053,Onion,2023-03-10,2,15.79,31.58,12.5
ORD-003266,CONS-0742,LST-006047,FARM-0080,Bhindi (Ladies finger),2023-10-20,9,24.93,224.37,7.3
ORD-003267,CONS-0094,LST-001686,FARM-0021,Bhindi (Ladies finger),2023-01-06,3,28.66,85.98,4.0
ORD-003268,CONS-0772,LST-001420,FARM-0017,Bhindi (Ladies finger),2023-05-07,8,24.82,198.56,6.3
ORD-003269,CONS-0746,LST-009613,FARM-0123,Methi,2023-02-16,2,6.04,12.08,9.9
ORD-003270,CONS-0054,LST-002818,FARM-0036,Onion,2023-02-01,2,12.35,24.7,16.7
ORD-003271,CONS-0789,LST-007406,FARM-0098,Potato,2023-02-07,5,19.61,98.05,17.4
ORD-003272,CONS-0448,LST-007343,FARM-0097,Tomato,2023-07-28,4,14.84,59.36,3.3
ORD-003273,CONS-0369,LST-010352,FARM-0132,Methi,2023-05-16,8,11.62,92.96,9.4
ORD-003274,CONS-0169,LST-000805,FARM-0009,Peas,2023-02-09,1,32.13,32.13,29.6
ORD-003275,CONS-0174,LST-002353,FARM-0029,Bhindi (Ladies finger),2023-06-24,3,29.5,88.5,6.5
ORD-003276,CONS-0063,LST-001981,FARM-0025,Tomato,2023-10-25,1,13.67,13.67,6.7
ORD-003277,CONS-0554,LST-008206,FARM-0109,Methi,2023-02-06,5,12.53,62.65,9.1
ORD-003278,CONS-0182,LST-000568,FARM-0007,Methi,2023-09-08,6,13.15,78.9,2.9
ORD-003279,CONS-0491,LST-009547,FARM-0123,Peas,2023-08-30,2,51.05,102.1,5.0
ORD-003280,CONS-0595,LST-006106,FARM-0081,Onion,2023-02-24,2,11.0,22.0,18.7
ORD-003281,CONS-0150,LST-004966,FARM-0062,Brinjal,2023-02-16,7,28.42,198.94,3.1
ORD-003282,CONS-0552,LST-004388,FARM-0056,Peas,2023-01-02,4,25.16,100.64,8.5
ORD-003283,CONS-0050,LST-008202,FARM-0109,Methi,2023-04-25,5,12.77,63.85,12.7
ORD-003284,CONS-0032,LST-008433,FARM-0111,Methi,2023-03-24,2,7.75,15.5,5.2
ORD-003285,CONS-0005,LST-010461,FARM-0135,Potato,2023-07-05,4,18.2,72.8,11.2
ORD-003286,CONS-0474,LST-007087,FARM-0093,Methi,2023-03-04,9,8.3,74.7,4.5
ORD-003287,CONS-0277,LST-006494,FARM-0086,Tomato,2023-10-13,4,16.14,64.56,2.2
ORD-003288,CONS-0461,LST-001474,FARM-0017,Methi,2023-05-28,5,10.77,53.85,7.1
ORD-003289,CONS-0704,LST-008307,FARM-0110,Green Chilli,2023-02-24,4,41.73,166.92,9.0
ORD-003290,CONS-0227,LST-001684,FARM-0021,Bhindi (Ladies finger),2023-04-17,4,28.36,113.44,13.2
ORD-003291,CONS-0573,LST-011087,FARM-0142,Methi,2023-06-07,2,14.41,28.82,2.7
ORD-003292,CONS-0336,LST-001599,FARM-0019,Potato,2023-03-29,2,13.39,26.78,2.8
ORD-003293,CONS-0671,LST-006494,FARM-0086,Tomato,2023-10-15,9,16.14,145.26,3.8
ORD-003294,CONS-0001,LST-007236,FARM-0095,Potato,2023-09-26,1,17.42,17.42,22.7
ORD-003295,CONS-0431,LST-003430,FARM-0045,Brinjal,2023-08-18,3,34.64,103.92,10.1
ORD-003296,CONS-0453,LST-000229,FARM-0002,Methi,2023-11-11,5,11.69,58.45,3.2
ORD-003297,CONS-0681,LST-008890,FARM-0116,Tomato,2023-01-09,4,16.61,66.44,18.1
ORD-003298,CONS-0117,LST-000210,FARM-0002,Methi,2023-06-09,1,16.67,16.67,10.7
ORD-003299,CONS-0508,LST-000396,FARM-0005,Onion,2023-10-07,6,29.32,175.92,4.3
ORD-003300,CONS-0161,LST-001456,FARM-0017,Methi,2023-04-23,4,13.85,55.4,3.9
ORD-003301,CONS-0308,LST-008280,FARM-0110,Green Chilli,2023-08-30,2,31.32,62.64,12.0
ORD-003302,CONS-0284,LST-004770,FARM-0060,Methi,2023-02-18,4,6.29,25.16,11.4
ORD-003303,CONS-0508,LST-001407,FARM-0017,Bhindi (Ladies finger),2023-10-20,5,23.04,115.2,3.2
ORD-003304,CONS-0772,LST-000969,FARM-0011,Potato,2023-07-27,2,21.43,42.86,23.9
ORD-003305,CONS-0356,LST-006113,FARM-0081,Onion,2023-07-30,5,15.64,78.2,13.1
ORD-003306,CONS-0582,LST-010343,FARM-0132,Methi,2023-06-14,6,14.42,86.52,8.0
ORD-003307,CONS-0158,LST-000413,FARM-0005,Elephant Yam (Suran),2023-04-07,2,41.71,83.42,3.2
ORD-003308,CONS-0588,LST-004479,FARM-0056,Bhindi (Ladies finger),2023-05-15,8,29.59,236.72,2.0
ORD-003309,CONS-0676,LST-001997,FARM-0025,Tomato,2023-11-07,4,14.48,57.92,6.8
ORD-003310,CONS-0571,LST-009827,FARM-0126,Potato,2023-06-29,9,21.15,190.35,11.9
ORD-003311,CONS-0256,LST-007818,FARM-0104,Potato,2023-11-21,1,22.72,22.72,14.3
ORD-003312,CONS-0720,LST-000528,FARM-0006,Methi,2023-02-14,2,7.43,14.86,20.2
ORD-003313,CONS-0212,LST-001411,FARM-0017,Bhindi (Ladies finger),2023-04-07,4,29.63,118.52,14.2
ORD-003314,CONS-0481,LST-003080,FARM-0041,Onion,2023-05-25,4,9.95,39.8,13.2
ORD-003315,CONS-0231,LST-008968,FARM-0117,Elephant Yam (Suran),2023-03-17,3,25.39,76.17,7.6
ORD-003316,CONS-0257,LST-000057,FARM-0000,Bhindi (Ladies finger),2023-03-23,1,32.43,32.43,19.5
ORD-003317,CONS-0034,LST-009942,FARM-0127,Tomato,2023-06-20,4,15.01,60.04,13.2
ORD-003318,CONS-0180,LST-003918,FARM-0050,Tomato,2023-10-19,5,13.5,67.5,11.4
ORD-003319,CONS-0378,LST-008412,FARM-0111,Methi,2023-07-28,5,11.8,59.0,8.1
ORD-003320,CONS-0063,LST-008349,FARM-0110,Peas,2023-02-15,2,29.96,59.92,6.1
ORD-003321,CONS-0680,LST-008754,FARM-0114,Tomato,2023-10-17,6,17.87,107.22,4.3
ORD-003322,CONS-0631,LST-001493,FARM-0018,Onion,2023-09-25,1,27.18,27.18,8.3
ORD-003323,CONS-0611,LST-006613,FARM-0087,Elephant Yam (Suran),2023-02-27,5,27.31,136.55,11.2
ORD-003324,CONS-0147,LST-009778,FARM-0125,Elephant Yam (Suran),2023-07-31,4,37.77,151.08,4.6
ORD-003325,CONS-0338,LST-007198,FARM-0094,Onion,2023-06-20,4,15.19,60.76,14.6
ORD-003326,CONS-0264,LST-005380,FARM-0067,Methi,2023-08-31,2,13.49,26.98,9.8
ORD-003327,CONS-0530,LST-008751,FARM-0114,Tomato,2023-05-27,5,19.2,96.0,15.5
ORD-003328,CONS-0201,LST-008408,FARM-0111,Methi,2023-04-21,6,16.99,101.94,2.4
ORD-003329,CONS-0088,LST-002564,FARM-0033,Tomato,2023-11-28,8,17.41,139.28,6.5
ORD-003330,CONS-0637,LST-010985,FARM-0141,Methi,2023-01-19,7,11.23,78.61,11.4
ORD-003331,CONS-0450,LST-010467,FARM-0135,Potato,2023-11-02,4,18.62,74.48,4.9
ORD-003332,CONS-0396,LST-008071,FARM-0107,Elephant Yam (Suran),2023-07-03,1,11.66,11.66,8.0
ORD-003333,CONS-0665,LST-007281,FARM-0096,Brinjal,2023-09-18,7,24.71,172.97,5.5
ORD-003334,CONS-0731,LST-000411,FARM-0005,Elephant Yam (Suran),2023-05-23,9,22.62,203.58,6.9
ORD-003335,CONS-0341,LST-002327,FARM-0029,Bhindi (Ladies finger),2023-05-25,6,17.57,105.42,5.0
ORD-003336,CONS-0233,LST-010028,FARM-0128,Brinjal,2023-11-13,9,23.38,210.42,22.1
ORD-003337,CONS-0162,LST-002991,FARM-0039,Brinjal,2023-09-11,5,18.68,93.4,4.2
ORD-003338,CONS-0593,LST-000603,FARM-0008,Tomato,2023-12-26,4,18.57,74.28,8.5
ORD-003339,CONS-0416,LST-005146,FARM-0064,Tomato,2023-06-30,1,18.47,18.47,4.5
ORD-003340,CONS-0407,LST-009966,FARM-0127,Peas,2023-03-17,2,33.94,67.88,1.5
ORD-003341,CONS-0183,LST-008238,FARM-0109,Methi,2023-05-02,4,15.41,61.64,8.7
ORD-003342,CONS-0629,LST-006094,FARM-0081,Onion,2023-03-03,3,11.99,35.97,17.5
ORD-003343,CONS-0108,LST-001405,FARM-0017,Bhindi (Ladies finger),2023-03-23,1,36.15,36.15,2.8
ORD-003344,CONS-0192,LST-006152,FARM-0081,Elephant Yam (Suran),2023-02-17,7,32.8,229.6,16.0
ORD-003345,CONS-0396,LST-010337,FARM-0132,Methi,2023-03-07,3,7.7,23.1,8.6
ORD-003346,CONS-0576,LST-006488,FARM-0086,Tomato,2023-09-22,3,15.73,47.19,10.9
ORD-003347,CONS-0566,LST-008280,FARM-0110,Green Chilli,2023-08-31,8,31.32,250.56,7.3
ORD-003348,CONS-0298,LST-000587,FARM-0007,Methi,2023-02-27,5,6.02,30.1,1.3
ORD-003349,CONS-0710,LST-001735,FARM-0021,Green Chilli,2023-09-11,2,37.63,75.26,3.7
ORD-003350,CONS-0308,LST-004464,FARM-0056,Bhindi (Ladies finger),2023-06-05,1,21.3,21.3,8.4
ORD-003351,CONS-0184,LST-007086,FARM-0093,Methi,2023-01-09,4,5.92,23.68,2.8
ORD-003352,CONS-0303,LST-004043,FARM-0052,Methi,2023-01-23,1,8.27,8.27,7.0
ORD-003353,CONS-0162,LST-000224,FARM-0002,Methi,2023-04-10,1,12.53,12.53,10.5
ORD-003354,CONS-0370,LST-004066,FARM-0052,Methi,2023-05-24,3,10.6,31.8,10.2
ORD-003355,CONS-0071,LST-009144,FARM-0119,Tomato,2023-03-16,7,17.64,123.48,3.3
ORD-003356,CONS-0055,LST-000394,FARM-0005,Onion,2023-12-31,8,29.66,237.28,3.5
ORD-003357,CONS-0633,LST-007680,FARM-0102,Onion,2023-02-02,1,12.8,12.8,20.5
ORD-003358,CONS-0532,LST-009518,FARM-0122,Onion,2023-08-18,6,22.51,135.06,15.1
ORD-003359,CONS-0235,LST-008382,FARM-0110,Tomato,2023-04-25,3,16.5,49.5,3.7
ORD-003360,CONS-0079,LST-009769,FARM-0125,Elephant Yam (Suran),2023-10-12,7,35.39,247.73,13.9
ORD-003361,CONS-0152,LST-005207,FARM-0066,Potato,2023-04-04,7,16.65,116.55,5.3
ORD-003362,CONS-0088,LST-008077,FARM-0107,Elephant Yam (Suran),2023-08-12,7,33.38,233.66,11.6
ORD-003363,CONS-0107,LST-001463,FARM-0017,Methi,2023-08-22,2,6.59,13.18,7.4
ORD-003364,CONS-0568,LST-000595,FARM-0007,Methi,2023-08-11,1,6.17,6.17,5.0
ORD-003365,CONS-0082,LST-008361,FARM-0110,Tomato,2023-04-05,7,14.95,104.65,8.6
ORD-003366,CONS-0206,LST-001994,FARM-0025,Tomato,2023-04-11,4,16.41,65.64,7.0
ORD-003367,CONS-0349,LST-008185,FARM-0109,Brinjal,2023-03-23,3,19.05,57.15,8.3
ORD-003368,CONS-0464,LST-003898,FARM-0050,Tomato,2023-06-14,3,17.16,51.48,4.3
ORD-003369,CONS-0507,LST-009985,FARM-0127,Peas,2023-01-03,8,23.19,185.52,11.5
ORD-003370,CONS-0248,LST-008413,FARM-0111,Methi,2023-01-30,5,17.79,88.95,7.0
ORD-003371,CONS-0671,LST-007109,FARM-0093,Methi,2023-08-10,7,8.04,56.28,7.0
ORD-003372,CONS-0695,LST-000723,FARM-0009,Onion,2023-07-17,3,18.62,55.86,13.2
ORD-003373,CONS-0488,LST-004058,FARM-0052,Methi,2023-01-13,2,6.67,13.34,3.5
ORD-003374,CONS-0402,LST-008375,FARM-0110,Tomato,2023-05-31,9,16.88,151.92,9.8
ORD-003375,CONS-0274,LST-007144,FARM-0093,Tomato,2023-01-02,5,17.38,86.9,8.7
ORD-003376,CONS-0369,LST-007903,FARM-0105,Onion,2023-06-14,3,15.74,47.22,7.3
ORD-003377,CONS-0292,LST-010987,FARM-0141,Methi,2023-03-25,7,8.38,58.66,17.8
ORD-003378,CONS-0347,LST-006491,FARM-0086,Tomato,2023-05-16,6,15.62,93.72,2.7
ORD-003379,CONS-0111,LST-008966,FARM-0117,Elephant Yam (Suran),2023-07-13,4,24.06,96.24,1.7
ORD-003380,CONS-0344,LST-006076,FARM-0080,Bhindi (Ladies finger),2023-06-06,2,22.61,45.22,1.6
ORD-003381,CONS-0287,LST-000729,FARM-0009,Onion,2023-07-01,5,17.52,87.6,20.5
ORD-003382,CONS-0215,LST-009177,FARM-0119,Onion,2023-07-12,7,20.15,141.05,13.4
ORD-003383,CONS-0734,LST-006486,FARM-0086,Tomato,2023-06-10,4,15.36,61.44,2.4
ORD-003384,CONS-0251,LST-000124,FARM-0001,Methi,2023-02-19,4,9.09,36.36,12.9
ORD-003385,CONS-0647,LST-000567,FARM-0007,Methi,2023-07-20,7,12.32,86.24,2.7
ORD-003386,CONS-0735,LST-002251,FARM-0028,Methi,2023-08-25,8,10.79,86.32,9.3
ORD-003387,CONS-0087,LST-000581,FARM-0007,Methi,2023-12-21,3,22.79,68.37,5.5
ORD-003388,CONS-0673,LST-007332,FARM-0097,Tomato,2023-12-06,5,16.14,80.7,6.9
ORD-003389,CONS-0585,LST-007278,FARM-0095,Brinjal,2023-09-26,1,29.54,29.54,17.9
ORD-003390,CONS-0289,LST-000561,FARM-0007,Methi,2023-08-23,1,9.3,9.3,2.1
ORD-003391,CONS-0717,LST-001416,FARM-0017,Bhindi (Ladies finger),2023-07-07,5,23.8,119.0,9.5
ORD-003392,CONS-0228,LST-000594,FARM-0007,Methi,2023-11-30,4,6.4,25.6,3.0
ORD-003393,CONS-0764,LST-000398,FARM-0005,Onion,2023-05-11,4,9.36,37.44,5.6
ORD-003394,CONS-0449,LST-007125,FARM-0093,Tomato,2023-10-19,4,16.51,66.04,1.8
ORD-003395,CONS-0786,LST-001304,FARM-0015,Methi,2023-08-25,1,10.61,10.61,11.7
ORD-003396,CONS-0031,LST-011089,FARM-0142,Methi,2023-05-11,3,9.32,27.96,10.6
ORD-003397,CONS-0224,LST-011102,FARM-0142,Methi,2023-02-01,7,10.91,76.37,9.6
ORD-003398,CONS-0008,LST-004803,FARM-0061,Methi,2023-07-24,3,5.67,17.01,18.4
ORD-003399,CONS-0302,LST-002965,FARM-0039,Brinjal,2023-03-06,3,12.63,37.89,4.5
ORD-003400,CONS-0165,LST-000560,FARM-0007,Methi,2023-06-14,2,16.39,32.78,3.7
ORD-003401,CONS-0660,LST-001816,FARM-0023,Tomato,2023-03-10,6,16.99,101.94,13.8
ORD-003402,CONS-0418,LST-009626,FARM-0123,Methi,2023-11-20,7,10.39,72.73,5.6
ORD-003403,CONS-0480,LST-000539,FARM-0006,Methi,2023-10-30,5,20.31,101.55,16.3
ORD-003404,CONS-0155,LST-005226,FARM-0066,Potato,2023-09-26,7,18.38,128.66,7.4
ORD-003405,CONS-0585,LST-010367,FARM-0133,Potato,2023-01-24,9,24.59,221.31,6.6
ORD-003406,CONS-0083,LST-006795,FARM-0089,Bhindi (Ladies finger),2023-06-09,7,25.99,181.93,32.8
ORD-003407,CONS-0345,LST-004554,FARM-0058,Methi,2023-12-05,4,8.72,34.88,33.3
ORD-003408,CONS-0276,LST-008422,FARM-0111,Methi,2023-06-13,3,14.12,42.36,12.2
ORD-003409,CONS-0332,LST-001325,FARM-0016,Brinjal,2023-09-06,2,20.36,40.72,3.5
ORD-003410,CONS-0531,LST-010442,FARM-0135,Potato,2023-03-04,3,11.55,34.65,6.3
ORD-003411,CONS-0100,LST-001510,FARM-0018,Onion,2023-03-18,7,11.15,78.05,7.6
ORD-003412,CONS-0639,LST-008404,FARM-0111,Methi,2023-06-29,8,19.73,157.84,3.3
ORD-003413,CONS-0635,LST-008195,FARM-0109,Brinjal,2023-07-21,8,36.31,290.48,7.8
ORD-003414,CONS-0292,LST-002984,FARM-0039,Brinjal,2023-09-08,3,16.09,48.27,3.8
ORD-003415,CONS-0082,LST-007697,FARM-0102,Onion,2023-07-08,2,15.26,30.52,15.2
ORD-003416,CONS-0002,LST-007345,FARM-0097,Tomato,2023-10-06,6,16.8,100.8,4.8
ORD-003417,CONS-0037,LST-009631,FARM-0123,Methi,2023-09-12,5,16.6,83.0,8.9
ORD-003418,CONS-0436,LST-008812,FARM-0116,Methi,2023-12-04,9,9.32,83.88,16.0
ORD-003419,CONS-0149,LST-000153,FARM-0001,Methi,2023-04-21,1,13.46,13.46,11.0
ORD-003420,CONS-0417,LST-001460,FARM-0017,Methi,2023-07-16,3,14.65,43.95,8.4
ORD-003421,CONS-0680,LST-002198,FARM-0027,Tomato,2023-02-12,4,17.75,71.0,26.8
ORD-003422,CONS-0058,LST-007118,FARM-0093,Methi,2023-05-24,4,9.92,39.68,2.8
ORD-003423,CONS-0411,LST-006603,FARM-0087,Elephant Yam (Suran),2023-05-29,6,18.26,109.56,9.9
ORD-003424,CONS-0043,LST-008365,FARM-0110,Tomato,2023-04-17,4,17.51,70.04,4.8
ORD-003425,CONS-0102,LST-008293,FARM-0110,Green Chilli,2023-03-20,3,48.33,144.99,6.1
ORD-003426,CONS-0179,LST-002164,FARM-0027,Tomato,2023-02-16,5,17.81,89.05,19.2
ORD-003427,CONS-0492,LST-007843,FARM-0105,Bhindi (Ladies finger),2023-03-10,4,38.11,152.44,3.7
ORD-003428,CONS-0190,LST-010078,FARM-0128,Methi,2023-03-18,9,5.63,50.67,18.8
ORD-003429,CONS-0401,LST-008355,FARM-0110,Peas,2023-01-24,5,24.4,122.0,10.9
ORD-003430,CONS-0679,LST-010355,FARM-0132,Methi,2023-09-10,3,12.74,38.22,6.2
ORD-003431,CONS-0076,LST-009509,FARM-0122,Onion,2023-01-12,8,19.67,157.36,16.6
ORD-003432,CONS-0612,LST-006037,FARM-0080,Green Chilli,2023-12-14,6,36.33,217.98,5.2
ORD-003433,CONS-0410,LST-009255,FARM-0120,Methi,2023-05-14,4,10.42,41.68,17.0
ORD-003434,CONS-0606,LST-005289,FARM-0067,Tomato,2023-11-28,9,17.3,155.7,11.5
ORD-003435,CONS-0131,LST-009795,FARM-0125,Elephant Yam (Suran),2023-01-06,9,24.31,218.79,6.3
ORD-003436,CONS-0241,LST-006511,FARM-0086,Tomato,2023-03-21,1,14.69,14.69,1.2
